date,Midwest,National,Northeast,South,West,date_period
2023-09-16,5.34575742462324,5.397731897734024,6.2859179380762535,4.782732401269632,5.389462198281728,1 Year
2023-09-23,4.936732868745257,5.189455718544118,5.835423688357727,4.459911682787677,5.492372798338538,All Results
2023-09-23,4.936732868745257,5.189455718544118,5.835423688357727,4.459911682787677,5.492372798338538,1 Year
2023-09-30,4.2196443672482395,4.842845127134764,6.749704365056568,3.646571621578397,4.93149010589913,All Results
2023-09-30,4.2196443672482395,4.842845127134764,6.749704365056568,3.646571621578397,4.93149010589913,1 Year
2023-10-07,3.6631850671238104,4.246221027945378,6.2218655538452134,3.2857018867547656,4.414710939263284,All Results
2023-10-07,3.6631850671238104,4.246221027945378,6.2218655538452134,3.2857018867547656,4.414710939263284,1 Year
2023-10-14,3.213171362565318,3.692133431973444,4.339736069190241,3.1353325685097446,4.825814515505898,All Results
2023-10-14,3.213171362565318,3.692133431973444,4.339736069190241,3.1353325685097446,4.825814515505898,1 Year
2023-10-21,3.3889636333816533,3.7071176901043272,4.244959745919566,2.999704051047223,4.601718811203934,All Results
2023-10-21,3.3889636333816533,3.7071176901043272,4.244959745919566,2.999704051047223,4.601718811203934,1 Year
2023-10-28,4.134119416003575,3.9517984105581583,4.1052289606871675,3.060346146994958,3.9517984105581583,All Results
2023-10-28,4.134119416003575,3.9517984105581583,4.1052289606871675,3.060346146994958,3.9517984105581583,1 Year
2023-11-04,4.367314985964491,3.9896969059192156,4.304469077002679,3.100899224937944,3.7991787636150605,All Results
2023-11-04,4.367314985964491,3.9896969059192156,4.304469077002679,3.100899224937944,3.7991787636150605,1 Year
2023-11-11,5.478837434075262,4.491328137806436,3.628118014361458,3.3751442943159202,5.054973919562745,All Results
2023-11-11,5.478837434075262,4.491328137806436,3.628118014361458,3.3751442943159202,5.054973919562745,1 Year
2023-11-18,6.221978332508297,4.9837539962774535,4.25954772750137,3.218625355494408,5.328667131823109,All Results
2023-11-18,6.221978332508297,4.9837539962774535,4.25954772750137,3.218625355494408,5.328667131823109,1 Year
2023-11-25,8.109898095040485,5.660009794570319,5.359668725364202,3.6238216955863694,5.057875691785551,All Results
2023-11-25,8.109898095040485,5.660009794570319,5.359668725364202,3.6238216955863694,5.057875691785551,1 Year
2023-12-02,10.634043918698266,7.154835569026564,6.290779776862398,5.475475752317224,5.859402812836958,All Results
2023-12-02,10.634043918698266,7.154835569026564,6.290779776862398,5.475475752317224,5.859402812836958,1 Year
2023-12-09,10.973127769933704,8.152587083940777,7.782658798975801,5.338710657827703,6.972326943709392,All Results
2023-12-09,10.973127769933704,8.152587083940777,7.782658798975801,5.338710657827703,6.972326943709392,1 Year
2023-12-16,11.673804383126622,9.247896708612846,9.81430328436474,7.1975433540569425,7.3840986058384885,All Results
2023-12-16,11.673804383126622,9.247896708612846,9.81430328436474,7.1975433540569425,7.3840986058384885,1 Year
2023-12-23,12.317165444798189,10.862931229259463,10.23850131387633,10.43384963883661,10.363888378375224,All Results
2023-12-23,12.317165444798189,10.862931229259463,10.23850131387633,10.43384963883661,10.363888378375224,1 Year
2023-12-30,14.067231164314737,12.745856512607425,11.719792078768759,12.920764905137833,11.564400559802158,All Results
2023-12-30,14.067231164314737,12.745856512607425,11.719792078768759,12.920764905137833,11.564400559802158,1 Year
2024-01-06,12.234715198544514,12.287658743282156,11.361185669379083,13.537109511305408,13.452662228060463,All Results
2024-01-06,12.234715198544514,12.287658743282156,11.361185669379083,13.537109511305408,13.452662228060463,1 Year
2024-01-13,10.322325893300555,9.636776982331686,8.9805474187571,10.693480255096482,8.616466351852726,6 Months
2024-01-13,10.322325893300555,9.636776982331686,8.9805474187571,10.693480255096482,8.616466351852726,All Results
2024-01-13,10.322325893300555,9.636776982331686,8.9805474187571,10.693480255096482,8.616466351852726,1 Year
2024-01-20,7.633017653083499,7.983018912361219,7.48924599000626,10.398062888473381,8.164396074897848,6 Months
2024-01-20,7.633017653083499,7.983018912361219,7.48924599000626,10.398062888473381,8.164396074897848,All Results
2024-01-20,7.633017653083499,7.983018912361219,7.48924599000626,10.398062888473381,8.164396074897848,1 Year
2024-01-27,6.74790506982264,7.595287373785869,7.62743495103107,11.777929705946367,7.118024866896062,6 Months
2024-01-27,6.74790506982264,7.595287373785869,7.62743495103107,11.777929705946367,7.118024866896062,All Results
2024-01-27,6.74790506982264,7.595287373785869,7.62743495103107,11.777929705946367,7.118024866896062,1 Year
2024-02-03,5.968956243282756,6.443263460137128,6.061441694350302,10.221092904742573,6.05504549033371,6 Months
2024-02-03,5.968956243282756,6.443263460137128,6.061441694350302,10.221092904742573,6.05504549033371,All Results
2024-02-03,5.968956243282756,6.443263460137128,6.061441694350302,10.221092904742573,6.05504549033371,1 Year
2024-02-10,6.522643057611274,6.5351690361404975,5.505298744743852,9.916895780130693,6.210115421918321,6 Months
2024-02-10,6.522643057611274,6.5351690361404975,5.505298744743852,9.916895780130693,6.210115421918321,All Results
2024-02-10,6.522643057611274,6.5351690361404975,5.505298744743852,9.916895780130693,6.210115421918321,1 Year
2024-02-17,6.800388818946156,6.197047537349874,5.21321264638139,9.730490362309874,4.85992710831376,6 Months
2024-02-17,6.800388818946156,6.197047537349874,5.21321264638139,9.730490362309874,4.85992710831376,All Results
2024-02-17,6.800388818946156,6.197047537349874,5.21321264638139,9.730490362309874,4.85992710831376,1 Year
2024-02-24,6.37428910507104,5.576032061505682,4.139895935812091,8.892555186995889,4.305346256778248,6 Months
2024-02-24,6.37428910507104,5.576032061505682,4.139895935812091,8.892555186995889,4.305346256778248,All Results
2024-02-24,6.37428910507104,5.576032061505682,4.139895935812091,8.892555186995889,4.305346256778248,1 Year
2024-03-02,5.997086535286372,4.719074144808624,3.497951398587018,7.64782751339295,3.238502806619394,6 Months
2024-03-02,5.997086535286372,4.719074144808624,3.497951398587018,7.64782751339295,3.238502806619394,All Results
2024-03-02,5.997086535286372,4.719074144808624,3.497951398587018,7.64782751339295,3.238502806619394,1 Year
2024-03-09,4.532272045159422,3.88322148477288,2.2333299268889646,5.036402332308552,3.3044577594703157,6 Months
2024-03-09,4.532272045159422,3.88322148477288,2.2333299268889646,5.036402332308552,3.3044577594703157,All Results
2024-03-09,4.532272045159422,3.88322148477288,2.2333299268889646,5.036402332308552,3.3044577594703157,1 Year
2024-03-16,2.992265271603813,2.8065549260320175,1.5965408993053312,4.0299266325456395,2.6482474380959062,6 Months
2024-03-16,2.992265271603813,2.8065549260320175,1.5965408993053312,4.0299266325456395,2.6482474380959062,All Results
2024-03-16,2.992265271603813,2.8065549260320175,1.5965408993053312,4.0299266325456395,2.6482474380959062,1 Year
2024-03-23,2.4662318093232085,2.408736256539123,1.7022379138810808,3.008737314275109,2.1957235652055256,6 Months
2024-03-23,2.4662318093232085,2.408736256539123,1.7022379138810808,3.008737314275109,2.1957235652055256,All Results
2024-03-23,2.4662318093232085,2.408736256539123,1.7022379138810808,3.008737314275109,2.1957235652055256,1 Year
2024-03-30,2.432333654368368,2.288446474180071,1.6304307542980836,2.8616755877968787,1.6320937390449748,6 Months
2024-03-30,2.432333654368368,2.288446474180071,1.6304307542980836,2.8616755877968787,1.6320937390449748,All Results
2024-03-30,2.432333654368368,2.288446474180071,1.6304307542980836,2.8616755877968787,1.6320937390449748,1 Year
2024-04-06,2.140019251978311,2.0503631465029137,1.5368549216574923,2.69065340795475,1.7272558058859293,6 Months
2024-04-06,2.140019251978311,2.0503631465029137,1.5368549216574923,2.69065340795475,1.7272558058859293,All Results
2024-04-06,2.140019251978311,2.0503631465029137,1.5368549216574923,2.69065340795475,1.7272558058859293,1 Year
2024-04-13,2.1355270238493738,1.731809293149765,1.3972722469662782,2.010733527571682,1.2641467209489559,6 Months
2024-04-13,2.1355270238493738,1.731809293149765,1.3972722469662782,2.010733527571682,1.2641467209489559,All Results
2024-04-13,2.1355270238493738,1.731809293149765,1.3972722469662782,2.010733527571682,1.2641467209489559,1 Year
2024-04-20,1.677735760356616,1.4875923131643745,1.3633864557144817,1.6409489847058236,1.2522764970260043,6 Months
2024-04-20,1.677735760356616,1.4875923131643745,1.3633864557144817,1.6409489847058236,1.2522764970260043,All Results
2024-04-20,1.677735760356616,1.4875923131643745,1.3633864557144817,1.6409489847058236,1.2522764970260043,1 Year
2024-04-27,1.496584566760294,1.3218724897767007,1.1882429436337139,1.406282001595645,1.2789897829819097,6 Months
2024-04-27,1.496584566760294,1.3218724897767007,1.1882429436337139,1.406282001595645,1.2789897829819097,All Results
2024-04-27,1.496584566760294,1.3218724897767007,1.1882429436337139,1.406282001595645,1.2789897829819097,1 Year
2024-05-04,1.4019249850764868,1.3263368884746214,1.2439600319961164,1.336534760257476,1.3263368884746214,6 Months
2024-05-04,1.4019249850764868,1.3263368884746214,1.2439600319961164,1.336534760257476,1.3263368884746214,All Results
2024-05-04,1.4019249850764868,1.3263368884746214,1.2439600319961164,1.336534760257476,1.3263368884746214,1 Year
2024-05-11,1.3816132510369399,1.3490533172951436,1.2114036055215032,1.3295895691395103,1.640756616190803,6 Months
2024-05-11,1.3816132510369399,1.3490533172951436,1.2114036055215032,1.3295895691395103,1.640756616190803,All Results
2024-05-11,1.3816132510369399,1.3490533172951436,1.2114036055215032,1.3295895691395103,1.640756616190803,1 Year
2024-05-18,1.3514107632902794,1.5087430536190374,1.2777083496694108,1.4395411315753226,2.263645247393951,6 Months
2024-05-18,1.3514107632902794,1.5087430536190374,1.2777083496694108,1.4395411315753226,2.263645247393951,All Results
2024-05-18,1.3514107632902794,1.5087430536190374,1.2777083496694108,1.4395411315753226,2.263645247393951,1 Year
2024-05-25,1.4166850130288267,1.6281979146008059,1.268205370451171,1.5840912479988742,2.805508862500872,6 Months
2024-05-25,1.4166850130288267,1.6281979146008059,1.268205370451171,1.5840912479988742,2.805508862500872,45 Days
2024-05-25,1.4166850130288267,1.6281979146008059,1.268205370451171,1.5840912479988742,2.805508862500872,All Results
2024-05-25,1.4166850130288267,1.6281979146008059,1.268205370451171,1.5840912479988742,2.805508862500872,1 Year
2024-06-01,1.6282189508229017,1.8240129309728526,1.1656951194003855,1.8365332130434966,3.471439143580105,6 Months
2024-06-01,1.6282189508229017,1.8240129309728526,1.1656951194003855,1.8365332130434966,3.471439143580105,45 Days
2024-06-01,1.6282189508229017,1.8240129309728526,1.1656951194003855,1.8365332130434966,3.471439143580105,All Results
2024-06-01,1.6282189508229017,1.8240129309728526,1.1656951194003855,1.8365332130434966,3.471439143580105,1 Year
2024-06-08,1.7474415565286276,2.1401190286367955,1.1616301306589492,2.0243578287951536,4.675831288409897,6 Months
2024-06-08,1.7474415565286276,2.1401190286367955,1.1616301306589492,2.0243578287951536,4.675831288409897,45 Days
2024-06-08,1.7474415565286276,2.1401190286367955,1.1616301306589492,2.0243578287951536,4.675831288409897,All Results
